municipio,vereador,partido_x,proposta_tipo,proposta_numero,proposta_ano,proposta_ementa,proposta_url,partido_y,tem_bio,n_propostas,tipos_propostas,tamanho_corpus_limpo,proposta_ementa_tokenizada,ementa_sem_stopwords,ementa_lematizada,resumo_proposta,proposta_ementa_filtrada,ementa_lematizada_filtrada
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,22,2026,solicitação de esclarecimentos à secretaria municipal de educação acerca do motivo pelo qual ainda não foram iniciadas as aulas na creche lenise medeiros,https://sapl.campinagrande.pb.leg.br/materia/1013385,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'municipal', 'de', 'educação', 'acerca', 'do', 'motivo', 'pelo', 'qual', 'ainda', 'não', 'foram', 'iniciadas', 'as', 'aulas', 'na', 'creche', 'lenise', 'medeiros']","['solicitação', 'esclarecimentos', 'secretaria', 'municipal', 'educação', 'acerca', 'motivo', 'ainda', 'iniciadas', 'aulas', 'creche', 'lenise', 'medeiros']","['solicitação', 'esclarecimento', 'secretaria', 'Municipal', 'educação', 'acerca', 'motivo', 'ainda', 'iniciar', 'aula', 'creche', 'lenise', 'Medeiros']",A proposta pede esclarecimentos à secretaria municipal de educação sobre por que as aulas ainda não começaram na Creche Lenise Medeiros.,solicitação esclarecimentos secretaria educação acerca motivo pelo qual ainda não foram iniciadas aulas creche lenise medeiros,"['solicitação', 'esclarecimento', 'secretaria', 'educação', 'acerca', 'motivo', 'ainda', 'iniciar', 'aula', 'creche', 'lenise', 'Medeiros']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,20,2026,solicitação de esclarecimentos ao poder executivo e à secretaria de saúde por qual motivo a reforma da ubs plínio lemos ainda não foi iniciada,https://sapl.campinagrande.pb.leg.br/materia/1012943,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'ao', 'poder', 'executivo', 'e', 'à', 'secretaria', 'de', 'saúde', 'por', 'qual', 'motivo', 'a', 'reforma', 'da', 'ubs', 'plínio', 'lemos', 'ainda', 'não', 'foi', 'iniciada']","['solicitação', 'esclarecimentos', 'poder', 'executivo', 'secretaria', 'saúde', 'motivo', 'reforma', 'ubs', 'plínio', 'lemos', 'ainda', 'iniciada']","['solicitação', 'esclarecimento', 'poder', 'executivo', 'secretaria', 'saúde', 'motivo', 'reforma', 'ubs', 'Plínio', 'ler', 'ainda', 'iniciar']",A proposta legislativa solicita esclarecimentos ao Poder Executivo e à Secretaria de Saúde sobre a falta de início da reforma da UBS Plínio Lemos.,solicitação esclarecimentos secretaria saúde por qual motivo reforma ubs plínio lemos ainda não foi iniciada,"['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'motivo', 'reforma', 'ubs', 'Plínio', 'ler', 'ainda', 'iniciar']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,19,2026,solicitação de esclarecimentos à prefeitura municipal sobre a suspensão do programa tarifa zero,https://sapl.campinagrande.pb.leg.br/materia/1012904,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'prefeitura', 'municipal', 'sobre', 'a', 'suspensão', 'do', 'programa', 'tarifa', 'zero']","['solicitação', 'esclarecimentos', 'prefeitura', 'municipal', 'sobre', 'suspensão', 'programa', 'tarifa', 'zero']","['solicitação', 'esclarecimento', 'prefeitura', 'municipal', 'sobre', 'suspensão', 'programa', 'tarifa', 'zero']","Essa proposta legislativa solicita esclarecimentos à prefeitura sobre a suspensão do programa Tarifa Zero, que permitia a viagem gratuita nas linhas de ônibus da cidade.",solicitação esclarecimentos prefeitura suspensão tarifa zero,"['solicitação', 'esclarecimento', 'prefeitura', 'suspensão', 'tarifa', 'zero']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,18,2026,solicitação de esclarecimentos à prefeitura municipal de campina grande sobre o atraso no pagamento dos salários dos servidores municipais,https://sapl.campinagrande.pb.leg.br/materia/1012903,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'prefeitura', 'municipal', 'de', 'campina', 'grande', 'sobre', 'o', 'atraso', 'no', 'pagamento', 'dos', 'salários', 'dos', 'servidores', 'municipais']","['solicitação', 'esclarecimentos', 'prefeitura', 'municipal', 'campina', 'grande', 'sobre', 'atraso', 'pagamento', 'salários', 'servidores', 'municipais']","['solicitação', 'esclarecimento', 'prefeitura', 'Municipal', 'Campina', 'grande', 'sobre', 'atraso', 'pagamento', 'salário', 'servidor', 'municipal']",Essa proposta legislativa solicita esclarecimentos à prefeitura municipal de Campina Grande sobre atrasos nos pagamentos dos salários dos servidores municipais.,solicitação esclarecimentos prefeitura atraso pagamento dos salários dos servidores municipais,"['solicitação', 'esclarecimento', 'prefeitura', 'atraso', 'pagamento', 'salário', 'servidor']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,17,2026,solicitação de esclarecimentos ao poder executivo e à secretaria de saúde sobre o atraso no pagamento dos aluguéis do prédio onde atualmente funciona o hospital dr edgley,https://sapl.campinagrande.pb.leg.br/materia/1012643,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'ao', 'poder', 'executivo', 'e', 'à', 'secretaria', 'de', 'saúde', 'sobre', 'o', 'atraso', 'no', 'pagamento', 'dos', 'aluguéis', 'do', 'prédio', 'onde', 'atualmente', 'funciona', 'o', 'hospital', 'dr', 'edgley']","['solicitação', 'esclarecimentos', 'poder', 'executivo', 'secretaria', 'saúde', 'sobre', 'atraso', 'pagamento', 'aluguéis', 'prédio', 'onde', 'atualmente', 'funciona', 'hospital', 'dr', 'edgley']","['solicitação', 'esclarecimento', 'poder', 'executivo', 'secretaria', 'saúde', 'sobre', 'atraso', 'pagamento', 'aluguel', 'prédio', 'onde', 'atualmente', 'funcionar', 'hospital', 'edgley']",Essa proposta pede esclarecimentos sobre por que o governo ainda não pagou os aluguéis do prédio do Hospital Dr. Edgley atrasados.,solicitação esclarecimentos secretaria saúde atraso pagamento dos aluguéis prédio onde atualmente funciona hospital edgley,"['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'atraso', 'pagamento', 'aluguel', 'prédio', 'onde', 'atualmente', 'funcionar', 'hospital', 'edgley']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,16,2026,solicitação de esclarecimentos à secretaria de saúde acerca do não pagamento de alguns aluguéis dos imóveis onde funcionam os postos de saúde deste município,https://sapl.campinagrande.pb.leg.br/materia/1012427,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'acerca', 'do', 'não', 'pagamento', 'de', 'alguns', 'aluguéis', 'dos', 'imóveis', 'onde', 'funcionam', 'os', 'postos', 'de', 'saúde', 'deste', 'município']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'acerca', 'pagamento', 'alguns', 'aluguéis', 'imóveis', 'onde', 'funcionam', 'postos', 'saúde', 'deste', 'município']","['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'acerca', 'pagamento', 'algum', 'aluguel', 'imóvel', 'onde', 'funcionar', 'pôr', 'saúde', 'município']",Essa proposta solicita esclarecimentos à Secretaria de Saúde sobre por quê os aluguéis dos imóveis que abrigam postos de saúde do município não estão sendo pagos.,solicitação esclarecimentos secretaria saúde acerca não pagamento alguns aluguéis dos imóveis onde funcionam postos saúde deste,"['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'acerca', 'pagamento', 'algum', 'aluguel', 'imóvel', 'onde', 'funcionar', 'pôr', 'saúde']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,15,2026,solicita se à secretaria de saúde esclarecimentos acerca do funcionamento irregular dos equipamentos de raio x e tomógrafo nos hospitais e unidades de saúde deste município,https://sapl.campinagrande.pb.leg.br/materia/1012399,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'à', 'secretaria', 'de', 'saúde', 'esclarecimentos', 'acerca', 'do', 'funcionamento', 'irregular', 'dos', 'equipamentos', 'de', 'raio', 'x', 'e', 'tomógrafo', 'nos', 'hospitais', 'e', 'unidades', 'de', 'saúde', 'deste', 'município']","['solicita', 'secretaria', 'saúde', 'esclarecimentos', 'acerca', 'funcionamento', 'irregular', 'equipamentos', 'raio', 'x', 'tomógrafo', 'hospitais', 'unidades', 'saúde', 'deste', 'município']","['solicitar', 'secretariao', 'saúde', 'esclarecimento', 'acerca', 'funcionamento', 'irregular', 'equipamento', 'raio', 'tomógrafo', 'hospital', 'unidade', 'saúde', 'município']",Essa proposta legislativa pede esclarecimentos à Secretaria de Saúde sobre o funcionamento irregular dos equipamentos de raios-X e tomógrafo nos hospitais e unidades de saúde do município.,secretaria saúde esclarecimentos acerca funcionamento irregular dos equipamentos raio tomógrafo nos hospitais unidades saúde deste,"['secretariao', 'saúde', 'esclarecimento', 'acerca', 'funcionamento', 'irregular', 'equipamento', 'raio', 'tomógrafo', 'hospital', 'unidade', 'saúde']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,14,2026,solicitação de esclarecimentos à secretaria de saúde acerca do fechamento de unidades básicas de saúde ubs neste município,https://sapl.campinagrande.pb.leg.br/materia/1012398,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'acerca', 'do', 'fechamento', 'de', 'unidades', 'básicas', 'de', 'saúde', 'ubs', 'neste', 'município']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'acerca', 'fechamento', 'unidades', 'básicas', 'saúde', 'ubs', 'neste', 'município']","['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'acerca', 'fechamento', 'unidade', 'básico', 'saúde', 'ubs', 'município']",Essa proposta legislativa pede à Secretaria de Saúde que explique as razões do fechamento de Unidades Básicas de Saúde (UBS) no município.,solicitação esclarecimentos secretaria saúde acerca fechamento unidades básicas saúde ubs neste,"['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'acerca', 'fechamento', 'unidade', 'básico', 'saúde', 'ubs']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,13,2026,solicitação de esclarecimentos à secretaria de saúde acerca do grande número de demissões ocorridas,https://sapl.campinagrande.pb.leg.br/materia/1012397,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'acerca', 'do', 'grande', 'número', 'de', 'demissões', 'ocorridas']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'acerca', 'grande', 'número', 'demissões', 'ocorridas']","['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'acerca', 'grande', 'número', 'demissãor', 'ocorrir']",Essa proposta pede esclarecimentos à Secretaria de Saúde sobre por que ocorreram muitas demissões no setor.,solicitação esclarecimentos secretaria saúde acerca número demissões ocorridas,"['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'acerca', 'número', 'demissãor', 'ocorrir']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,12,2026,solicita se ao poder executivo municipal esclarecimentos acerca da utilização de espaço público localizado na feirinha das malvinas onde funciona a comercialização de plantas,https://sapl.campinagrande.pb.leg.br/materia/1012396,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'ao', 'poder', 'executivo', 'municipal', 'esclarecimentos', 'acerca', 'da', 'utilização', 'de', 'espaço', 'público', 'localizado', 'na', 'feirinha', 'das', 'malvinas', 'onde', 'funciona', 'a', 'comercialização', 'de', 'plantas']","['solicita', 'poder', 'executivo', 'municipal', 'esclarecimentos', 'acerca', 'utilização', 'espaço', 'público', 'localizado', 'feirinha', 'malvinas', 'onde', 'funciona', 'comercialização', 'plantas']","['solicitar', 'poder', 'executivo', 'municipal', 'esclarecimento', 'acerca', 'utilização', 'espaço', 'público', 'localizar', 'feirinha', 'malvina', 'onde', 'funcionar', 'comercialização', 'planto']",A proposição legislativa pede esclarecimentos ao poder executivo municipal sobre como está sendo utilizado um espaço público em uma feira de plantas localizada nas Malvinas.,esclarecimentos acerca utilização espaço localizado feirinha das malvinas onde funciona comercialização plantas,"['esclarecimento', 'acerca', 'utilização', 'espaço', 'localizar', 'feirinha', 'malvina', 'onde', 'funcionar', 'comercialização', 'planto']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,8,2026,solicitação de informações oficiais e detalhadas acerca do fechamento da farmácia da ubs do centenário,https://sapl.campinagrande.pb.leg.br/materia/1011955,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'informações', 'oficiais', 'e', 'detalhadas', 'acerca', 'do', 'fechamento', 'da', 'farmácia', 'da', 'ubs', 'do', 'centenário']","['solicitação', 'informações', 'oficiais', 'detalhadas', 'acerca', 'fechamento', 'farmácia', 'ubs', 'centenário']","['solicitação', 'informação', 'oficial', 'detalhar', 'acerca', 'fechamento', 'Farmácia', 'ubs', 'centenário']",Essa proposta solicita que as autoridades forneçam detalhes oficiais sobre o fechamento da farmácia da Unidade Básica de Saúde (UBS) do Centenário.,solicitação informações oficiais detalhadas acerca fechamento farmácia ubs centenário,"['solicitação', 'informação', 'oficial', 'detalhar', 'acerca', 'fechamento', 'Farmácia', 'ubs', 'centenário']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,7,2026,solicita se à secretaria municipal de meio ambiente esclarecimentos acerca da atual situação do represamento do canal das piabas localizado na avenida canal,https://sapl.campinagrande.pb.leg.br/materia/1011875,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'à', 'secretaria', 'municipal', 'de', 'meio', 'ambiente', 'esclarecimentos', 'acerca', 'da', 'atual', 'situação', 'do', 'represamento', 'do', 'canal', 'das', 'piabas', 'localizado', 'na', 'avenida', 'canal']","['solicita', 'secretaria', 'municipal', 'meio', 'ambiente', 'esclarecimentos', 'acerca', 'atual', 'situação', 'represamento', 'canal', 'piabas', 'localizado', 'avenida', 'canal']","['solicitar', 'secretaria', 'Municipal', 'meio', 'ambiente', 'esclarecimento', 'acerca', 'atual', 'situação', 'represamento', 'canal', 'piaba', 'localizar', 'avenida', 'canal']",A proposta solicita à secretaria municipal de meio ambiente que esclareça a situação atual do represamento do Canal das Piabas em sua área.,secretaria meio ambiente esclarecimentos acerca atual situação represamento canal das piabas localizado avenida canal,"['secretaria', 'meio', 'ambiente', 'esclarecimento', 'acerca', 'atual', 'situação', 'represamento', 'canal', 'piaba', 'localizar', 'avenida', 'canal']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,6,2026,solicita se à secretaria municipal de meio ambiente informações oficiais sobre o conhecimento em relação à mortandade de peixes no açude velho,https://sapl.campinagrande.pb.leg.br/materia/1011865,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'à', 'secretaria', 'municipal', 'de', 'meio', 'ambiente', 'informações', 'oficiais', 'sobre', 'o', 'conhecimento', 'em', 'relação', 'à', 'mortandade', 'de', 'peixes', 'no', 'açude', 'velho']","['solicita', 'secretaria', 'municipal', 'meio', 'ambiente', 'informações', 'oficiais', 'sobre', 'conhecimento', 'relação', 'mortandade', 'peixes', 'açude', 'velho']","['solicitar', 'secretaria', 'Municipal', 'meio', 'ambiente', 'informação', 'oficial', 'sobre', 'conhecimento', 'relação', 'mortandade', 'peixe', 'açude', 'velho']",A proposta legislativa solicita informações oficiais à Secretaria Municipal de Meio Ambiente sobre a causa da mortandade de peixes no açude velho.,secretaria meio ambiente informações oficiais conhecimento relação mortandade peixes açude velho,"['secretaria', 'meio', 'ambiente', 'informação', 'oficial', 'conhecimento', 'relação', 'mortandade', 'peixe', 'açude', 'velho']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,5,2026,solicita se à secretaria de finanças de campina grande que informe oficialmente as datas detalhadas do recebimento do piso da enfermagem entre janeiro 2025 e janeiro 2026,https://sapl.campinagrande.pb.leg.br/materia/1011859,,True,47,"PINF, PL",5000.0,"['solicita', 'se', 'à', 'secretaria', 'de', 'finanças', 'de', 'campina', 'grande', 'que', 'informe', 'oficialmente', 'as', 'datas', 'detalhadas', 'do', 'recebimento', 'do', 'piso', 'da', 'enfermagem', 'entre', 'janeiro', 'e', 'janeiro']","['solicita', 'secretaria', 'finanças', 'campina', 'grande', 'informe', 'oficialmente', 'datas', 'detalhadas', 'recebimento', 'piso', 'enfermagem', 'janeiro', 'janeiro']","['solicitar', 'secretaria', 'finanças', 'Campina', 'grande', 'informar', 'oficialmente', 'data', 'detalhar', 'recebimento', 'piso', 'enfermagem', 'janeiro', 'janeiro']",Essa proposta legislativa pede que a secretaria de finanças de Campina Grande informe oficialmente as datas específicas e detalhadas em que foram recebidas os pagamentos do piso da enfermagem de janeiro de 2025 a janeiro de 2026.,secretaria finanças que informe oficialmente datas detalhadas recebimento piso enfermagem entre janeiro 2025 janeiro 2026,"['secretaria', 'finanças', 'informar', 'oficialmente', 'data', 'detalhar', 'recebimento', 'piso', 'enfermagem', 'janeiro', 'janeiro']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,4,2026,solicitação de esclarecimentos à secretaria de saúde do motivo do fechamento da ubs grande campina,https://sapl.campinagrande.pb.leg.br/materia/1011824,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'secretaria', 'de', 'saúde', 'do', 'motivo', 'do', 'fechamento', 'da', 'ubs', 'grande', 'campina']","['solicitação', 'esclarecimentos', 'secretaria', 'saúde', 'motivo', 'fechamento', 'ubs', 'grande', 'campina']","['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'motivo', 'fechamento', 'ubs', 'grande', 'campina']",Proposta solicita esclarecimentos da Secretaria de Saúde sobre o motivo do fechamento da Unidade Básica de Saúde (UBS) Grande Campina.,solicitação esclarecimentos secretaria saúde motivo fechamento ubs,"['solicitação', 'esclarecimento', 'secretaria', 'saúde', 'motivo', 'fechamento', 'ubs']"
Campina Grande,Sargento Wellington Cobra,sem_partido,PINF,1,2026,solicitação de esclarecimentos à energisa sobre o desligamento da energia elétrica dos prédios das secretarias de administração e obras de campina grande,https://sapl.campinagrande.pb.leg.br/materia/1011237,,True,47,"PINF, PL",5000.0,"['solicitação', 'de', 'esclarecimentos', 'à', 'energisa', 'sobre', 'o', 'desligamento', 'da', 'energia', 'elétrica', 'dos', 'prédios', 'das', 'secretarias', 'de', 'administração', 'e', 'obras', 'de', 'campina', 'grande']","['solicitação', 'esclarecimentos', 'energisa', 'sobre', 'desligamento', 'energia', 'elétrica', 'prédios', 'secretarias', 'administração', 'obras', 'campina', 'grande']","['solicitação', 'esclarecimento', 'energisa', 'sobre', 'desligamento', 'energia', 'elétrico', 'prédio', 'secretario', 'administração', 'obra', 'campina', 'grande']",Essa proposta legislativa requer que a empresa Enerjisa esclareça por que desligaram a energia elétrica nos prédios das secretarias de Administração e Obras em Campina Grande.,solicitação esclarecimentos energisa desligamento energia elétrica dos prédios das secretarias administração obras,"['solicitação', 'esclarecimento', 'energisa', 'desligamento', 'energia', 'elétrico', 'prédio', 'secretario', 'administração', 'obra']"
Campina Grande,Jô Oliveira,sem_partido,PL,307,2026,reconhece de utilidade pública a associação viva brasil intercâmbio e experiências socioculturais e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1013612,,True,43,"EME, PINF, PL",5000.0,"['reconhece', 'de', 'utilidade', 'pública', 'a', 'associação', 'viva', 'brasil', 'intercâmbio', 'e', 'experiências', 'socioculturais', 'e', 'dá', 'outras', 'providências']","['reconhece', 'utilidade', 'pública', 'associação', 'viva', 'brasil', 'intercâmbio', 'experiências', 'socioculturais', 'dá', 'outras', 'providências']","['reconhecer', 'utilidade', 'público', 'associação', 'vivo', 'Brasil', 'intercâmbio', 'experiência', 'sociocultural']",Essa proposta legislativa pede que o governo reconheça uma organização como serviço público importante.,reconhece utilidade pública associação viva brasil intercâmbio experiências socioculturais outras providências,"['reconhecer', 'utilidade', 'associação', 'vivo', 'Brasil', 'intercâmbio', 'experiência', 'sociocultural']"
Campina Grande,Jô Oliveira,sem_partido,PL,298,2026,dispõe sobre a dispensa da cobrança de multas fundamentadas no disposto no art 143 da lei municipal nº 4129 03 código de posturas e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1013576,,True,43,"EME, PINF, PL",5000.0,"['dispõe', 'sobre', 'a', 'dispensa', 'da', 'cobrança', 'de', 'multas', 'fundamentadas', 'no', 'disposto', 'no', 'art', 'da', 'lei', 'municipal', 'nº', 'código', 'de', 'posturas', 'e', 'dá', 'outras', 'providências']","['dispõe', 'sobre', 'dispensa', 'cobrança', 'multas', 'fundamentadas', 'disposto', 'art', 'lei', 'municipal', 'nº', 'código', 'posturas', 'dá', 'outras', 'providências']","['dispor', 'sobre', 'dispensa', 'cobrança', 'multa', 'fundamentar', 'disposto', 'art', 'lei', 'Municipal', 'código', 'posturar']",Essa proposta pede para isentar a cobrança de multas em caso de situações previstas no artigo 143 do Código de Posturas da cidade.,dispõe dispensa cobrança multas fundamentadas disposto 143 4129 código posturas outras providências,"['dispensa', 'cobrança', 'multa', 'fundamentar', 'disposto', 'código', 'posturar']"
Campina Grande,Jô Oliveira,sem_partido,PL,278,2026,denomina de maria do socorro douettes araújo maria de félix uma das novas ruas do nosso município e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1013447,,True,43,"EME, PINF, PL",5000.0,"['denomina', 'de', 'maria', 'do', 'socorro', 'douettes', 'araújo', 'maria', 'de', 'félix', 'uma', 'das', 'novas', 'ruas', 'do', 'nosso', 'município', 'e', 'dá', 'outras', 'providências']","['denomina', 'maria', 'socorro', 'douettes', 'araújo', 'maria', 'félix', 'novas', 'ruas', 'município', 'dá', 'outras', 'providências']","['denominar', 'Maria', 'socorro', 'douette', 'Araújo', 'Maria', 'félix', 'novo', 'rua', 'município']","Proposta legislativa sugere batizar uma nova rua do município com o nome de ""Maria do Socorro Douettes Araújo Maria Félix"" e adotar outras medidas.",denomina maria socorro douettes araújo maria félix uma das novas ruas nosso outras providências,"['denominar', 'Maria', 'socorro', 'douette', 'Araújo', 'Maria', 'félix', 'novo', 'rua']"
Campina Grande,Jô Oliveira,sem_partido,PL,277,2026,denomina de maria do socorro douettes araújo maria de félix uma das novas escolas do nosso município e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1013446,,True,43,"EME, PINF, PL",5000.0,"['denomina', 'de', 'maria', 'do', 'socorro', 'douettes', 'araújo', 'maria', 'de', 'félix', 'uma', 'das', 'novas', 'escolas', 'do', 'nosso', 'município', 'e', 'dá', 'outras', 'providências']","['denomina', 'maria', 'socorro', 'douettes', 'araújo', 'maria', 'félix', 'novas', 'escolas', 'município', 'dá', 'outras', 'providências']","['denominar', 'Maria', 'socorro', 'douette', 'Araújo', 'Maria', 'félix', 'novo', 'escola', 'município']","Essa proposta legislativa pede para nomear uma nova escola do município ""Maria do Socorro Douettes Araújo Maria de Félix"".",denomina maria socorro douettes araújo maria félix uma das novas escolas nosso outras providências,"['denominar', 'Maria', 'socorro', 'douette', 'Araújo', 'Maria', 'félix', 'novo', 'escola']"
Campina Grande,Jô Oliveira,sem_partido,PL,252,2026,autoriza no âmbito do município de campina grande a isenção do pagamento de taxa de inscrição em concursos públicos municipais à mãe responsável legal ou tutora de criança ou adolescente com deficiência grave ou transtorno do espectro autista tea que demande cuidados permanentes e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1013307,,True,43,"EME, PINF, PL",5000.0,"['autoriza', 'no', 'âmbito', 'do', 'município', 'de', 'campina', 'grande', 'a', 'isenção', 'do', 'pagamento', 'de', 'taxa', 'de', 'inscrição', 'em', 'concursos', 'públicos', 'municipais', 'à', 'mãe', 'responsável', 'legal', 'ou', 'tutora', 'de', 'criança', 'ou', 'adolescente', 'com', 'deficiência', 'grave', 'ou', 'transtorno', 'do', 'espectro', 'autista', 'tea', 'que', 'demande', 'cuidados', 'permanentes', 'e', 'dá', 'outras', 'providências']","['autoriza', 'âmbito', 'município', 'campina', 'grande', 'isenção', 'pagamento', 'taxa', 'inscrição', 'concursos', 'públicos', 'municipais', 'mãe', 'responsável', 'legal', 'tutora', 'criança', 'adolescente', 'deficiência', 'grave', 'transtorno', 'espectro', 'autista', 'tea', 'demande', 'cuidados', 'permanentes', 'dá', 'outras', 'providências']","['autorizar', 'município', 'Campina', 'grande', 'isenção', 'pagamento', 'taxa', 'inscrição', 'concurso', 'público', 'municipal', 'mãe', 'responsável', 'legal', 'tutora', 'criança', 'adolescente', 'deficiência', 'grave', 'transtorno', 'espectro', 'autista', 'tea', 'demandar', 'cuidado', 'permanente']",Essa proposta legislativa pretende dar isenção de taxa de inscrição em concursos públicos para mães e tutoras de crianças com deficiência grave ou Transtorno do Espectro Autista (TEA) que precisam de cuidados constantes.,autoriza âmbito isenção pagamento taxa inscrição concursos públicos municipais mãe responsável legal tutora criança adolescente com deficiência grave transtorno espectro autista tea que demande cuidados permanentes outras providências,"['isenção', 'pagamento', 'taxa', 'inscrição', 'concurso', 'mãe', 'responsável', 'legal', 'tutora', 'criança', 'adolescente', 'deficiência', 'grave', 'transtorno', 'espectro', 'autista', 'tea', 'demandar', 'cuidado', 'permanente']"
Campina Grande,Jô Oliveira,sem_partido,PL,247,2026,dispõe sobre a obrigatoriedade de comunicação e envio de registros de infração por parte dos estabelecimentos privados de uso coletivo ao órgão municipal de trânsito nos casos de uso indevido de vagas reservadas a idosos e pessoas com deficiência pcd e dá outras providências,https://sapl.campinagrande.pb.leg.br/materia/1013276,,True,43,"EME, PINF, PL",5000.0,"['dispõe', 'sobre', 'a', 'obrigatoriedade', 'de', 'comunicação', 'e', 'envio', 'de', 'registros', 'de', 'infração', 'por', 'parte', 'dos', 'estabelecimentos', 'privados', 'de', 'uso', 'coletivo', 'ao', 'órgão', 'municipal', 'de', 'trânsito', 'nos', 'casos', 'de', 'uso', 'indevido', 'de', 'vagas', 'reservadas', 'a', 'idosos', 'e', 'pessoas', 'com', 'deficiência', 'pcd', 'e', 'dá', 'outras', 'providências']","['dispõe', 'sobre', 'obrigatoriedade', 'comunicação', 'envio', 'registros', 'infração', 'parte', 'estabelecimentos', 'privados', 'uso', 'coletivo', 'órgão', 'municipal', 'trânsito', 'casos', 'uso', 'indevido', 'vagas', 'reservadas', 'idosos', 'pessoas', 'deficiência', 'pcd', 'dá', 'outras', 'providências']","['dispor', 'sobre', 'obrigatoriedade', 'comunicação', 'envio', 'registro', 'infração', 'parte', 'estabelecimento', 'privar', 'uso', 'coletivo', 'órgão', 'municipal', 'trânsito', 'caso', 'uso', 'indever', 'vaga', 'reservar', 'idoso', 'pessoa', 'deficiência', 'pcd']","Essa proposta pede que os locais comuns, como shoppings e estacionamentos, precisem informar ao governo municipal sempre que alguém use vaga reservada para pessoas com deficiência ou idosos sem ter direito.",dispõe obrigatoriedade comunicação envio registros infração por parte dos estabelecimentos privados uso coletivo órgão trânsito nos casos uso indevido vagas reservadas idosos pessoas com deficiência pcd outras providências,"['obrigatoriedade', 'comunicação', 'envio', 'registro', 'infração', 'parte', 'estabelecimento', 'privar', 'uso', 'coletivo', 'órgão', 'trânsito', 'caso', 'uso', 'indever', 'vaga', 'reservar', 'idoso', 'deficiência', 'pcd']"
