municipio,vereador,partido_x,proposta_tipo,proposta_numero,proposta_ano,proposta_ementa,proposta_url,partido_y,tem_bio,n_propostas,tipos_propostas,tamanho_corpus_limpo,proposta_ementa_tokenizada,ementa_sem_stopwords,ementa_lematizada
Bayeux,Cabo Rubem,PSB,REQ,148,2026,requer que seja concecido o presente voto de aplausos ao pastor joas cristiano pelo relevante trabalho social e espiritual realizado através do projeto deus nas escolas,https://sapl.bayeux.pb.leg.br/materia/571,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['requer', 'que', 'seja', 'concecido', 'o', 'presente', 'voto', 'de', 'aplausos', 'ao', 'pastor', 'joas', 'cristiano', 'pelo', 'relevante', 'trabalho', 'social', 'e', 'espiritual', 'realizado', 'através', 'do', 'projeto', 'deus', 'nas', 'escolas']","['requer', 'concecido', 'presente', 'voto', 'aplausos', 'pastor', 'joas', 'cristiano', 'relevante', 'trabalho', 'social', 'espiritual', 'realizado', 'através', 'projeto', 'deus', 'escolas']","['requer', 'concecido', 'presente', 'voto', 'aplauso', 'pastor', 'Joas', 'cristiano', 'relevante', 'trabalho', 'social', 'espiritual', 'realizar', 'através', 'projeto', 'Deus', 'escola']"
Bayeux,Cabo Rubem,PSB,REQ,141,2026,solicita a implantação de corrimão na entrada da unidade de saúde psf imaculada i e ii visando garantir acessibilidade e segurança aos usuários,https://sapl.bayeux.pb.leg.br/materia/557,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['solicita', 'a', 'implantação', 'de', 'corrimão', 'na', 'entrada', 'da', 'unidade', 'de', 'saúde', 'psf', 'imaculada', 'i', 'e', 'ii', 'visando', 'garantir', 'acessibilidade', 'e', 'segurança', 'aos', 'usuários']","['solicita', 'implantação', 'corrimão', 'entrada', 'unidade', 'saúde', 'psf', 'imaculada', 'i', 'ii', 'visando', 'garantir', 'acessibilidade', 'segurança', 'usuários']","['solicitar', 'implantação', 'corrimão', 'entrar', 'unidade', 'saúde', 'psf', 'imacular', 'visar', 'garantir', 'acessibilidade', 'seguranço', 'usuário']"
Bayeux,Cabo Rubem,PSB,REQ,140,2026,requer a implantação do número de emergência 153 para a guarda civil municipal de bayeux como serviço público de atendimento à população,https://sapl.bayeux.pb.leg.br/materia/556,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['requer', 'a', 'implantação', 'do', 'número', 'de', 'emergência', 'para', 'a', 'guarda', 'civil', 'municipal', 'de', 'bayeux', 'como', 'serviço', 'público', 'de', 'atendimento', 'à', 'população']","['requer', 'implantação', 'número', 'emergência', 'guarda', 'civil', 'municipal', 'bayeux', 'serviço', 'público', 'atendimento', 'população']","['requer', 'implantação', 'número', 'emergência', 'guardar', 'civil', 'Municipal', 'Bayeux', 'serviço', 'público', 'atendimento', 'população']"
Bayeux,Cabo Rubem,PSB,REQ,134,2026,solicita a instalação de televisores nas recepções das principais unidades de saúde do município para veiculação de informações educativas sobre doenças e prevenção,https://sapl.bayeux.pb.leg.br/materia/549,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['solicita', 'a', 'instalação', 'de', 'televisores', 'nas', 'recepções', 'das', 'principais', 'unidades', 'de', 'saúde', 'do', 'município', 'para', 'veiculação', 'de', 'informações', 'educativas', 'sobre', 'doenças', 'e', 'prevenção']","['solicita', 'instalação', 'televisores', 'recepções', 'principais', 'unidades', 'saúde', 'município', 'veiculação', 'informações', 'educativas', 'sobre', 'doenças', 'prevenção']","['solicitar', 'instalação', 'televisor', 'recepção', 'principal', 'unidade', 'saúde', 'município', 'veiculação', 'informação', 'educativo', 'sobre', 'doença', 'prevenção']"
Bayeux,Cabo Rubem,PSB,REQ,133,2026,solicita a instalação de ventiladores do tipo tufão na central de velórios do cemitério senhor da boa morte,https://sapl.bayeux.pb.leg.br/materia/548,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['solicita', 'a', 'instalação', 'de', 'ventiladores', 'do', 'tipo', 'tufão', 'na', 'central', 'de', 'velórios', 'do', 'cemitério', 'senhor', 'da', 'boa', 'morte']","['solicita', 'instalação', 'ventiladores', 'tipo', 'tufão', 'central', 'velórios', 'cemitério', 'senhor', 'boa', 'morte']","['solicitar', 'instalação', 'ventilador', 'tipo', 'tufão', 'central', 'velório', 'cemitério', 'bom', 'morte']"
Bayeux,Cabo Rubem,PSB,REQ,125,2026,requer a criação de comissão parlamentar de inquérito cpi com a finalidade de investigar possíveis irregularidades relacionadas ao consumo de combustíveis e aos contratos de locação de veículos no âmbito da administração pública municipal no período compreendido entre 1 de janeiro de 2025 e 24 de março de 2026,https://sapl.bayeux.pb.leg.br/materia/538,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['requer', 'a', 'criação', 'de', 'comissão', 'parlamentar', 'de', 'inquérito', 'cpi', 'com', 'a', 'finalidade', 'de', 'investigar', 'possíveis', 'irregularidades', 'relacionadas', 'ao', 'consumo', 'de', 'combustíveis', 'e', 'aos', 'contratos', 'de', 'locação', 'de', 'veículos', 'no', 'âmbito', 'da', 'administração', 'pública', 'municipal', 'no', 'período', 'compreendido', 'entre', 'de', 'janeiro', 'de', 'e', 'de', 'março', 'de']","['requer', 'criação', 'comissão', 'parlamentar', 'inquérito', 'cpi', 'finalidade', 'investigar', 'possíveis', 'irregularidades', 'relacionadas', 'consumo', 'combustíveis', 'contratos', 'locação', 'veículos', 'âmbito', 'administração', 'pública', 'municipal', 'período', 'compreendido', 'janeiro', 'março']","['requer', 'criação', 'comissão', 'parlamentar', 'inquérito', 'cpi', 'finalidade', 'investigar', 'possível', 'irregularidade', 'relacionar', 'consumo', 'combustível', 'contrato', 'locação', 'veículo', 'administração', 'público', 'municipal', 'período', 'compreender', 'janeiro', 'março']"
Bayeux,Cabo Rubem,PSB,REQ,106,2026,requer a construção de um ginásio poliesportivo no bairro jardim aeroporto,https://sapl.bayeux.pb.leg.br/materia/511,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['requer', 'a', 'construção', 'de', 'um', 'ginásio', 'poliesportivo', 'no', 'bairro', 'jardim', 'aeroporto']","['requer', 'construção', 'ginásio', 'poliesportivo', 'bairro', 'jardim', 'aeroporto']","['requerer', 'construção', 'ginásio', 'poliesportivo', 'bairro', 'jardim', 'aeroporto']"
Bayeux,Cabo Rubem,PSB,REQ,105,2026,requer a inclusão das ruas dalva ferraz e flávio ribeiro coutinho ambas no bairro do sesi no cronograma de pavimentação asfáltica do município,https://sapl.bayeux.pb.leg.br/materia/510,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['requer', 'a', 'inclusão', 'das', 'ruas', 'dalva', 'ferraz', 'e', 'flávio', 'ribeiro', 'coutinho', 'ambas', 'no', 'bairro', 'do', 'sesi', 'no', 'cronograma', 'de', 'pavimentação', 'asfáltica', 'do', 'município']","['requer', 'inclusão', 'ruas', 'dalva', 'ferraz', 'flávio', 'ribeiro', 'coutinho', 'ambas', 'bairro', 'sesi', 'cronograma', 'pavimentação', 'asfáltica', 'município']","['requer', 'inclusão', 'rua', 'dalvo', 'Ferraz', 'Flávio', 'Ribeiro', 'Coutinho', 'ambos', 'bairro', 'Sesi', 'cronograma', 'pavimentação', 'asfáltico', 'município']"
Bayeux,Cabo Rubem,PSB,REQ,104,2026,sem_proposta_ementa,https://sapl.bayeux.pb.leg.br/materia/509,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,[],[],[]
Bayeux,Cabo Rubem,PSB,PDC,88,2026,altera a lei municipal nº 1 520 2019 que dispõe sobre a criação do cargo de procurador jurídico da câmara municipal de bayeux para redefinir suas atribuições e excluir competências relativas ao controle externo e ao controle interno,https://sapl.bayeux.pb.leg.br/materia/638,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['altera', 'a', 'lei', 'municipal', 'nº', 'que', 'dispõe', 'sobre', 'a', 'criação', 'do', 'cargo', 'de', 'procurador', 'jurídico', 'da', 'câmara', 'municipal', 'de', 'bayeux', 'para', 'redefinir', 'suas', 'atribuições', 'e', 'excluir', 'competências', 'relativas', 'ao', 'controle', 'externo', 'e', 'ao', 'controle', 'interno']","['altera', 'lei', 'municipal', 'nº', 'dispõe', 'sobre', 'criação', 'cargo', 'procurador', 'jurídico', 'câmara', 'municipal', 'bayeux', 'redefinir', 'atribuições', 'excluir', 'competências', 'relativas', 'controle', 'externo', 'controle', 'interno']","['alterar', 'lei', 'municipal', 'dispor', 'sobre', 'criação', 'cargo', 'procurador', 'jurídico', 'Câmara', 'Municipal', 'bayeux', 'redefinir', 'atribuição', 'excluir', 'competência', 'relativo', 'controle', 'externo', 'controle', 'interno']"
Bayeux,Cabo Rubem,PSB,REQ,68,2026,requer à secretaria de infraestrutura do município a pavimentação asfáltica em toda a extensão da rua treze de maio localizada no bairro centro no município de bayeux,https://sapl.bayeux.pb.leg.br/materia/456,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['requer', 'à', 'secretaria', 'de', 'infraestrutura', 'do', 'município', 'a', 'pavimentação', 'asfáltica', 'em', 'toda', 'a', 'extensão', 'da', 'rua', 'treze', 'de', 'maio', 'localizada', 'no', 'bairro', 'centro', 'no', 'município', 'de', 'bayeux']","['requer', 'secretaria', 'infraestrutura', 'município', 'pavimentação', 'asfáltica', 'toda', 'extensão', 'rua', 'treze', 'maio', 'localizada', 'bairro', 'centro', 'município', 'bayeux']","['requerr', 'Secretariao', 'infraestrutura', 'município', 'pavimentação', 'asfáltico', 'todo', 'extensão', 'rua', 'treze', 'maio', 'localizar', 'bairro', 'centro', 'município', 'Bayeux']"
Bayeux,Cabo Rubem,PSB,REQ,52,2026,requer a realização de mutirão de atendimento ginecológico durante o mês de março em alusão à campanha março amarelo voltada à conscientização e diagnóstico precoce da endometriose,https://sapl.bayeux.pb.leg.br/materia/439,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['requer', 'a', 'realização', 'de', 'mutirão', 'de', 'atendimento', 'ginecológico', 'durante', 'o', 'mês', 'de', 'março', 'em', 'alusão', 'à', 'campanha', 'março', 'amarelo', 'voltada', 'à', 'conscientização', 'e', 'diagnóstico', 'precoce', 'da', 'endometriose']","['requer', 'realização', 'mutirão', 'atendimento', 'ginecológico', 'durante', 'mês', 'março', 'alusão', 'campanha', 'março', 'amarelo', 'voltada', 'conscientização', 'diagnóstico', 'precoce', 'endometriose']","['requer', 'realização', 'mutir', 'atendimento', 'ginecológico', 'durante', 'mês', 'março', 'alusão', 'campanha', 'março', 'amarelo', 'voltar', 'conscientização', 'diagnóstico', 'precoce', 'endometriose']"
Bayeux,Cabo Rubem,PSB,PLO,41,2026,dispõe sobre o controle de acesso e permanência de visitantes nas instituições de ensino públicas e privadas no âmbito do município de bayeux pb e dá outras providências,https://sapl.bayeux.pb.leg.br/materia/633,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['dispõe', 'sobre', 'o', 'controle', 'de', 'acesso', 'e', 'permanência', 'de', 'visitantes', 'nas', 'instituições', 'de', 'ensino', 'públicas', 'e', 'privadas', 'no', 'âmbito', 'do', 'município', 'de', 'bayeux', 'pb', 'e', 'dá', 'outras', 'providências']","['dispõe', 'sobre', 'controle', 'acesso', 'permanência', 'visitantes', 'instituições', 'ensino', 'públicas', 'privadas', 'âmbito', 'município', 'bayeux', 'pb', 'dá', 'outras', 'providências']","['dispor', 'sobre', 'controle', 'acesso', 'permanência', 'visitante', 'instituição', 'ensino', 'público', 'privar', 'município', 'Bayeux']"
Bayeux,Cabo Rubem,PSB,PLO,36,2026,institui a semana municipal maio laranja nas escolas voltada à conscientização prevenção e combate ao abuso e à exploração sexual de crianças e adolescentes no município de bayeux e dá outras providências,https://sapl.bayeux.pb.leg.br/materia/603,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['institui', 'a', 'semana', 'municipal', 'maio', 'laranja', 'nas', 'escolas', 'voltada', 'à', 'conscientização', 'prevenção', 'e', 'combate', 'ao', 'abuso', 'e', 'à', 'exploração', 'sexual', 'de', 'crianças', 'e', 'adolescentes', 'no', 'município', 'de', 'bayeux', 'e', 'dá', 'outras', 'providências']","['institui', 'semana', 'municipal', 'maio', 'laranja', 'escolas', 'voltada', 'conscientização', 'prevenção', 'combate', 'abuso', 'exploração', 'sexual', 'crianças', 'adolescentes', 'município', 'bayeux', 'dá', 'outras', 'providências']","['instituir', 'semana', 'municipal', 'maio', 'laranja', 'escola', 'voltar', 'conscientização', 'prevenção', 'combatir', 'abuso', 'exploração', 'sexual', 'criança', 'adolescente', 'município', 'Bayeux']"
Bayeux,Cabo Rubem,PSB,PLO,34,2026,institui a política municipal de prevenção e combate a alagamentos e enchentes no munícipio de bayeux estabelece diretrizes para drenagem urbana assistência às famílias atingidas e dá outras providências,https://sapl.bayeux.pb.leg.br/materia/597,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['institui', 'a', 'política', 'municipal', 'de', 'prevenção', 'e', 'combate', 'a', 'alagamentos', 'e', 'enchentes', 'no', 'munícipio', 'de', 'bayeux', 'estabelece', 'diretrizes', 'para', 'drenagem', 'urbana', 'assistência', 'às', 'famílias', 'atingidas', 'e', 'dá', 'outras', 'providências']","['institui', 'política', 'municipal', 'prevenção', 'combate', 'alagamentos', 'enchentes', 'munícipio', 'bayeux', 'estabelece', 'diretrizes', 'drenagem', 'urbana', 'assistência', 'famílias', 'atingidas', 'dá', 'outras', 'providências']","['instituir', 'política', 'municipal', 'prevenção', 'combater', 'alagamento', 'enchente', 'munícipio', 'Bayeux', 'estabelecer', 'diretriz', 'drenagem', 'urbano', 'assistência', 'família', 'atingir']"
Bayeux,Cabo Rubem,PSB,PLO,33,2026,institui o programa municipal brigadas comunitárias contra enchentes no município de bayeux e dá outras providências,https://sapl.bayeux.pb.leg.br/materia/596,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['institui', 'o', 'programa', 'municipal', 'brigadas', 'comunitárias', 'contra', 'enchentes', 'no', 'município', 'de', 'bayeux', 'e', 'dá', 'outras', 'providências']","['institui', 'programa', 'municipal', 'brigadas', 'comunitárias', 'contra', 'enchentes', 'município', 'bayeux', 'dá', 'outras', 'providências']","['instituir', 'programa', 'municipal', 'brigar', 'comunitário', 'contra', 'enchente', 'município', 'Bayeux']"
Bayeux,Cabo Rubem,PSB,PLO,32,2026,dispõe sobre a reserva de vagas de estacionamento para gestantes e pessoas acompanhadas de crianças de colo no município de bayeux e dá outras providências,https://sapl.bayeux.pb.leg.br/materia/595,PSB,False,112,"EIMP, PDC, PDL, PLC, PLO, PR, REQ, VET",5000.0,"['dispõe', 'sobre', 'a', 'reserva', 'de', 'vagas', 'de', 'estacionamento', 'para', 'gestantes', 'e', 'pessoas', 'acompanhadas', 'de', 'crianças', 'de', 'colo', 'no', 'município', 'de', 'bayeux', 'e', 'dá', 'outras', 'providências']","['dispõe', 'sobre', 'reserva', 'vagas', 'estacionamento', 'gestantes', 'pessoas', 'acompanhadas', 'crianças', 'colo', 'município', 'bayeux', 'dá', 'outras', 'providências']","['dispor', 'sobre', 'reserva', 'vago', 'estacionamento', 'gestante', 'pessoa', 'acompanhar', 'criança', 'colo', 'município', 'Bayeux']"
